id,question,answer,condition,medical_specialty,question_type
2939,"Minha mandíbula vem estalando com bastante frequência, principalmente nos momentos no qual mastigo algo. Devo procurar um especialista? Neste caso, qual seria?","Todas nossas articulações podem estalar periodicamente, porem se isto vem acompanhado de quadros de dificuldade de abertura bucal e desvios em maxima abertura voce deve procurar um especialista para sua avalição.Na odontologia existem dois tipos de especilistas que tratam das Articulações Temporo Mandibulares, o Buco Maxilo Facial tratara de disturbios internos , principalmente casos cirurgicos e o Especialista em Dor Oro Facial (DTM) trata os disturbios musculares.",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Escolha de profissionais de saúde
2940,"Minha mandíbula vem estalando com bastante frequência, principalmente nos momentos no qual mastigo algo. Devo procurar um especialista? Neste caso, qual seria?",Vc deve procurar um especialista em Cirurgia Buco-maxilo-facial para estabelecer o correto diagnóstico e avaliar a necessidade de tratamento.,Disfunção da ATM,Cirurgião buco-maxilo-facial,Escolha de profissionais de saúde
2941,"Minha mandíbula vem estalando com bastante frequência, principalmente nos momentos no qual mastigo algo. Devo procurar um especialista? Neste caso, qual seria?","Sim, procure um especialista em ATM (Articulação temporomandibular) , para que o mesmo possa avaliar o estágio da sua disfunção e te indicar o melhor tratamento.",Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Escolha de profissionais de saúde
2942,"Sinto dores na mandíbula ao mastigar só de um lado , o que pode ser ? Obrigado","A analise de como esta dor começou pode nos guiar ao seu diagnóstico, houve trauma? abertura bucal em excesso? algum tratamento dentário com sessão muito longa? Bruxismo?Esta dor pode ser decorrente de um deslocamento do disco articular dentro da Articulação Temporo Mandibular, o reposicionamento deste é simples e uma série de exercícios deve ser feita por um período de 6 meses para que ele não volte a se deslocar..., procure um profissional que possa fazer este diagnóstico para que vc tenha a boa orientação para o seu tratamento.",Disfunção da ATM,Dentista,Diagnóstico
2943,"Sinto dores na mandíbula ao mastigar só de um lado , o que pode ser ? Obrigado","Olá! É importante que você seja examinada por um dentista, preferencialmente um especialista em disfunção têmporo-mandibular e dor orofacial. Primeiro é preciso localizar a dor, se tem origem em um dente , se é muscular, ou na articulação. A partir desse exame, ele poderá indicar o tratamento correto. Podem ser diversas coisas, desde um dente cariado a uma inflamação articular.Procure atendimento especializado e sucesso!",Disfunção da ATM,Dentista,Diagnóstico
2944,"Sinto dores na mandíbula ao mastigar só de um lado , o que pode ser ? Obrigado",Dor ao mastigar pode ter varias causas. Desde problemas em algum dente isolado ou o que chamamos de disfunção temporomandibular (DTM). A DTM pode ser proveniente tanto de problemas dentro da sua articulação quanto de problemas relacionados aos músculos que sustentam esta articulaçāo.,Disfunção da ATM,Dentista,Diagnóstico
2945,"Sinto dores na mandíbula ao mastigar só de um lado , o que pode ser ? Obrigado","Olá, a dor na mandíbula, entre diversas causas, tbem pode ser disfunção têmporo mandibular.É importante que seja examinado por um cirurgião-dentista que esteja apto a identificar e tratar esta ocorrência.Dentistas que tratam dor orofacial serão os profissionais mais adequados pra vc",Disfunção da ATM,Cirurgião buco-maxilo-facial,Diagnóstico
2946,"Sinto dores na mandíbula ao mastigar só de um lado , o que pode ser ? Obrigado","Você pode estar apresentando uma Disfunção da ATM (DTM). O diagnóstico e plano de tratamento, podem ser melhor estabelecidos por um profissional Especialista em DTM e Dor orofacial. Para que você tenha uma boa referência de quem procurar na sua região, acesse o site da Sociedade Brasileira de DTM e Dor orofacial (SBDOF); Nele você encontrará um importante indicador profissional.",Disfunção da ATM,Dentista,Diagnóstico
2947,"Sinto dores na mandíbula ao mastigar só de um lado , o que pode ser ? Obrigado","Olá! A principal forma de diagnosticar dores na face seria através de uma consulta com um especialista em disfunção temporomandibular e dor orofacial, durante a consulta o especialista realizará exames clínicos e solicitará exames de imagens para provavelmente detectar as causas dessas dores.",Disfunção da ATM,Ortodontista,Diagnóstico
2948,"Após uma craniotomia na qual foram retirados uma parte do temporal e uma parte do frontal, houve um problema com a inserção do músculo temporal.minha boca não abre mais de 2 dedos, o que dificulta a alimentação e o tratamento dentário. Qual é o profissional indicado para esse problema?",Você deve procurar um especialista em cirurgia Bucomaxilofacial,Disfunção da ATM,Cirurgião buco-maxilo-facial,Escolha de profissionais de saúde
2949,"Após uma craniotomia na qual foram retirados uma parte do temporal e uma parte do frontal, houve um problema com a inserção do músculo temporal.minha boca não abre mais de 2 dedos, o que dificulta a alimentação e o tratamento dentário. Qual é o profissional indicado para esse problema?","Prezado (a), após o acompanhamento com seu cirurgião seria interessante procurar um fisioterapeuta especialista em Orofacial.Com técnicas de abertura e liberação de aderência e fáscia é possível conseguir uma abertura funcional da boca, assim como propriocepção da articulação para ajudar no movimento da mastigação ou até mesmo força. Após uma avaliação minuciosa o fisioterapeuta vai montar a melhor conduta de tratamento.Procure sempre um profissional capacitado.",Disfunção da ATM,Fisioterapeuta,Escolha de profissionais de saúde
2950,"Após uma craniotomia na qual foram retirados uma parte do temporal e uma parte do frontal, houve um problema com a inserção do músculo temporal.minha boca não abre mais de 2 dedos, o que dificulta a alimentação e o tratamento dentário. Qual é o profissional indicado para esse problema?",acredito que um cirurgião bucomaxilofacial mesmo e uma das opções propostas seja a coronoidectmia que é a remoção do osso coronóide onde este músculo está inserido e na cirurgia realizar a abertura forçada para quebrar aderências provocadas pela cirurgia.,Disfunção da ATM,Cirurgião buco-maxilo-facial,Escolha de profissionais de saúde
2951,"Após uma craniotomia na qual foram retirados uma parte do temporal e uma parte do frontal, houve um problema com a inserção do músculo temporal.minha boca não abre mais de 2 dedos, o que dificulta a alimentação e o tratamento dentário. Qual é o profissional indicado para esse problema?","Olá, concordo com todos os profissionais acima. Quanto a fisioterapia na DTM ,seria bom realizar sessões de fisioterapia para ganhar amplitude articular e fortalecimento de outras musculatura faz parte da mandíbula.Sugiro este blog.",Disfunção da ATM,Fisioterapeuta,Escolha de profissionais de saúde
2952,"alterações degenerativas da atm com deslocamento de discos com recaptura são causados pela má oclusão? (mordida aberta e cruzada), tbm causam zumbido?","A principal causa da DTM ( disfunção temporo mandibular) são causadas pela má oclusão dentária, que com o passar do tempo faz com que a mandibula tenha uma nova acomodação espacial, tirando a cabeça da mandíbula da posição ideal que seria a relação central, fazendo que toda a musculatura envolvida sai do equilibrio. Os principais sintomas gerados portanto seriam dores de origem muscular e articular, ou seja dores de cabeca, estalos( escape e recaptura do disco articular), e muitas vezes ate zumbido pois existe uma intima relação anatômica entre o meato acustico e a ATM.",Disfunção da ATM,"Dentista, Cirurgião buco-maxilo-facial",Epidemiologia
2953,"alterações degenerativas da atm com deslocamento de discos com recaptura são causados pela má oclusão? (mordida aberta e cruzada), tbm causam zumbido?",Entre as possiveis causas de degeneração das ATMs estão os problemas na mordida. O zumbido também pode ter relação com problemas nas ATMs. Procure o seu cirurgião buco-facial para realizar a correta avaliação e diagnóstico. Leve os exames que vc já tem!!,Disfunção da ATM,Cirurgião buco-maxilo-facial,Epidemiologia
2954,"alterações degenerativas da atm com deslocamento de discos com recaptura são causados pela má oclusão? (mordida aberta e cruzada), tbm causam zumbido?",À instabilidade oclusal pode causar alguns dano na articulação na ATM. Mais a degeneração pode ser causada também por doenças como artrite reumatóide. Você pode ter zumbido com sintoma assim com dor muscular e otalgia (dor no ouvido).,Disfunção da ATM,Cirurgião buco-maxilo-facial,Epidemiologia
2955,"alterações degenerativas da atm com deslocamento de discos com recaptura são causados pela má oclusão? (mordida aberta e cruzada), tbm causam zumbido?","As disfunções da Atm tem inúmeras origens,podendo evoluir sim de uma ma oclusão mais uma somatória de fatores (stress,maus hábitos funcionais,desequilíbrios hormonais e etc)Procure um profissional qualificado que ele fara uma avaliação e conduzira o seu caso.",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Epidemiologia
2956,"estou com zumbido nos dois ouvidos, sinto pontadas nos ouvidos tbm, sinto do lado que o zumbido é constante q as vezes fica inchado, como se algo estivesse comprensado, na exame da atm deu deslocação de discos da articulação, pode ser esse o motivo do zumbido?","Se você já foi nos demais profissionais, tais como otorrinolaringologista e até mesmo a um neurologista e esses descartaram alguma doença ou transtorno em suas respectivas áreas, pode sim ter relação com a articulação dos dentes, a chamada Articulação Temporomandibular (ATM). Procure um dentista experiente na área de oclusão e ATM. De preferência um que trabalhe com Ortopedia Funcional dos Maxilares, caso não encontre, procure um experiente protesista.Fique atenta a perda de audição, pois também pode ter relação.",Disfunção da ATM,Dentista,Diagnóstico
2957,"estou com zumbido nos dois ouvidos, sinto pontadas nos ouvidos tbm, sinto do lado que o zumbido é constante q as vezes fica inchado, como se algo estivesse comprensado, na exame da atm deu deslocação de discos da articulação, pode ser esse o motivo do zumbido?","Obrigado pela sua pergunta. O zumbido pode ser sintoma de problemas de ouvido, problemas neurológicos e também um sintoma presente nas desordens da articulação da mandíbula com o crânio (DTM), a chamada articulação Temporomandibular (ATM). Como sua queixa principal é o zumbido, é necessário fazer avaliação com o Otorrino, e também com o neurologista, além da avaliação com seu cirurgião Bucomaxilofacial ou especialista em DTM.O Deslocamento do disco articular pode ser com redução (muito frequente) ou sem redução, neste último caso se faz necessária uma abordagem mais urgente.Espero ter ajudado, os problemas articulares são muito complexos. Boa sorte e melhoras!",Disfunção da ATM,Dentista,Diagnóstico
2958,"estou com zumbido nos dois ouvidos, sinto pontadas nos ouvidos tbm, sinto do lado que o zumbido é constante q as vezes fica inchado, como se algo estivesse comprensado, na exame da atm deu deslocação de discos da articulação, pode ser esse o motivo do zumbido?","Em algumas situações o zumbido pode ter relação com as disfunções de ATM. Consulte o seu otorrino e seu neurologista para tentar solucionar o seu problema. Caso não se descubra a causa do seu zumbido, procure o se buco-maxilo ou especialista em DTM.",Disfunção da ATM,Cirurgião buco-maxilo-facial,Diagnóstico
2959,"estou com zumbido nos dois ouvidos, sinto pontadas nos ouvidos tbm, sinto do lado que o zumbido é constante q as vezes fica inchado, como se algo estivesse comprensado, na exame da atm deu deslocação de discos da articulação, pode ser esse o motivo do zumbido?","Um dos principais desafios nesta área é o tratamento do zumbido. Há diversas causas e muitas vezes de difícil diagnóstico.Caso não possua nenhum comprometimento em sua avaliação com especialista em otorrinolaringologia, sugiro uma consulta com um especialista em DTM e Dor Orofacial pois há um tipo de zumbido, especialmente o somatossensorial, que pode ter relações com a DTM, tendo ou não discos articulares deslocados.Procure um especialista pelo site da SBDOF. Boa sorte",Disfunção da ATM,"Cirurgião buco-maxilo-facial, Dentista",Diagnóstico
